"242";"4";"4";"simple";"601 | Zoom Socks (Tube)";"0";"0";"2013-06-17 23:14:41";"2013-12-24 21:30:11"
"243";"4";"4";"simple";"602 | Primo Socks";"1";"1";"2013-06-17 23:28:13";"2013-12-26 20:49:09"
"244";"4";"4";"simple";" 610 | Heart Pattern Socks";"0";"0";"2013-06-17 23:32:38";"2013-12-26 21:33:18"
"245";"4";"4";"simple";"1201-V |  Twill";"1";"1";"2013-06-17 23:37:40";"2014-01-07 21:39:10"
"246";"4";"4";"simple";"1202-V | Dazzle";"1";"1";"2013-06-17 23:42:29";"2014-01-07 21:46:07"
"247";"4";"4";"simple";"A-53 | Avenger Backpack";"1";"1";"2013-06-17 23:51:38";"2015-02-23 20:05:43"
"248";"4";"4";"simple";"Elite 8 ";"1";"1";"2013-06-18 17:38:10";"2013-12-19 22:06:39"
"249";"4";"4";"simple";"Final 4";"1";"1";"2013-06-18 18:49:04";"2016-09-07 21:33:22"
"251";"4";"4";"simple";"A-31 | Cliff Backpack ";"0";"0";"2013-06-18 22:48:31";"2013-06-18 22:48:31"
"252";"4";"4";"simple";"490-J | Practice Jersey";"1";"1";"2013-06-21 05:12:48";"2015-12-08 18:47:00"
"253";"4";"4";"simple";"NF1264 | Mesh/Dazzle Muscle Set 	";"1";"1";"2013-06-21 18:55:07";"2014-01-08 23:25:04"
"254";"4";"4";"simple";"700 | Basic Warm Up Set";"1";"1";"2013-06-23 16:06:20";"2016-01-25 19:42:23"
"255";"4";"4";"simple";"712 | Majesty Warm Up Set";"1";"1";"2013-06-23 16:21:11";"2014-01-08 21:01:29"
"256";"4";"4";"simple";"A-50 | Long Sleeve Tee";"1";"1";"2013-06-23 16:34:15";"2015-06-25 15:15:11"
"257";"4";"4";"simple";"3820 | Mexico-G Jersey ";"1";"1";"2013-06-27 17:40:03";"2015-05-04 22:04:27"
"258";"4";"4";"simple";"383 | Galaxy-G";"1";"1";"2013-06-27 17:48:44";"2015-12-16 00:17:31"
"259";"4";"4";"simple";"379 | Togo-G";"1";"1";"2013-06-27 17:54:07";"2013-06-27 19:07:57"
"260";"4";"4";"simple";"371 | Greece-G ";"1";"1";"2013-06-27 19:11:54";"2015-05-04 21:38:06"
"261";"4";"4";"simple";"375 | Poland-G Jersey";"1";"1";"2013-06-27 19:17:57";"2013-12-24 19:24:56"
"262";"4";"4";"simple";"376 | Finland-G ";"1";"1";"2013-06-27 19:23:06";"2013-08-08 23:08:23"
"263";"4";"4";"simple";"377 | Boston-G Jersey";"1";"1";"2013-06-27 19:26:46";"2013-08-08 23:42:26"
"264";"4";"4";"simple";"370 | Portugal-G Jersey";"1";"1";"2013-06-27 19:32:32";"2014-05-12 20:47:21"
"265";"4";"4";"simple";"321 | Reno Jersey";"1";"1";"2013-06-27 19:37:39";"2013-12-24 19:22:43"
"266";"4";"4";"simple";"365 | Bolton-G Jersey";"1";"1";"2013-06-27 19:42:19";"2015-10-06 18:41:24"
"267";"4";"4";"simple";"380 | Brisbane Jersey";"1";"1";"2013-06-27 19:51:07";"2013-12-24 19:20:59"
"268";"4";"4";"simple";"360 | Congo-G Jersey";"1";"1";"2013-06-27 19:55:56";"2013-06-27 19:55:56"
"269";"4";"4";"simple";"362 | Chicago-G Jersey ";"1";"1";"2013-06-27 20:00:29";"2013-12-24 19:20:25"
"270";"4";"4";"simple";"346 | Imperial-G Jersey";"1";"1";"2013-06-27 20:06:43";"2013-06-27 20:06:43"
"271";"4";"4";"simple";"381 | Bristol-G Jersey";"1";"1";"2013-06-27 20:16:24";"2013-06-27 20:16:24"
"272";"4";"4";"simple";"378 | West Ham-G Jersey";"1";"1";"2013-06-27 20:21:24";"2013-08-08 17:10:35"
"273";"4";"4";"simple";"354 | Iceland-G Jersey";"1";"1";"2013-06-27 20:27:07";"2013-12-24 19:15:41"
"274";"4";"4";"simple";"BS1 | Pro";"1";"1";"2013-06-28 17:37:28";"2016-07-27 16:20:22"
"275";"4";"4";"simple";"BS2 | Pro 2 Jersey-(Champro)";"1";"1";"2013-06-28 17:41:03";"2013-12-27 21:31:22"
"276";"4";"4";"simple";"1050-J | Dugout Jersey ";"1";"1";"2013-06-28 17:50:27";"2016-01-13 23:53:06"
"277";"4";"4";"simple";"3008 | Denver Jersey";"1";"1";"2013-06-28 17:55:28";"2016-05-23 21:49:21"
"278";"4";"4";"simple";"3011 | Portland Jersey";"1";"1";"2013-06-28 17:58:51";"2014-01-02 23:43:08"
"279";"4";"4";"simple";"3019 | Maine Jersey";"1";"1";"2013-06-28 18:08:59";"2013-12-27 20:10:29"
"280";"4";"4";"simple";"3018 | Pinstripe Basic Jersey";"1";"1";"2013-06-28 18:12:59";"2013-12-27 20:11:16"
"281";"4";"4";"simple";"3020 | Madison Jersey";"1";"1";"2013-06-28 18:15:57";"2013-12-27 20:12:32"
"282";"4";"4";"simple";"3025 | Alabama Jersey";"1";"1";"2013-06-28 18:18:25";"2013-12-27 20:13:18"
"283";"4";"4";"simple";"A-37 | 3/4 SLEEVE BASEBALL UNDERSHIRT";"1";"1";"2013-06-28 18:21:32";"2015-06-29 22:01:58"
"284";"4";"4";"simple";"4050-J | Oklahoma Jersey";"1";"1";"2013-06-28 18:45:26";"2015-07-27 22:27:34"
"285";"4";"4";"simple";"4051-J | San Diego Jersey";"1";"1";"2013-06-28 18:54:38";"2013-08-26 16:34:26"
